input_0,input_1,input_2,input_3,input_4,input_5,input_6,input_7,input_8,input_9,input_10,input_11,input_12,input_13,input_14,input_15,input_16,input_17,input_18,input_19,decimal,divide_by_4,divide_by_6,divide_by_9
0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,78489,0,0,1
0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,523254,0,1,0
0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,471057,0,0,0
1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1033775,0,0,0
0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,363628,1,0,0
0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,235940,1,0,0
0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,293974,0,0,0
0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,523788,1,1,0
0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,486851,0,0,0
1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,650880,1,1,1
0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,473218,0,0,0
1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,660038,0,0,0
1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,775319,0,0,0
1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,612409,0,0,0
0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,274783,0,0,0
0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,53849,0,0,0
0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,482047,0,0,0
1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,890543,0,0,0
1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,921017,0,0,0
1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,691530,0,1,0
0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,37402,0,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,274554,0,1,1
0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,118540,1,0,0
1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,878248,1,0,0
1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1029742,0,0,0
1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,903821,0,0,0
1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,846671,0,0,0
0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,463148,1,0,0
1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,698586,0,1,0
1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,570538,0,0,0
0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,430323,0,0,0
1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1029813,0,0,0
1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,599892,1,1,0
0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,358801,0,0,0
0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,324580,1,0,0
0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,236286,0,1,1
1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1009809,0,0,1
0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,299947,0,0,0
0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,201571,0,0,0
1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,818102,0,0,0
0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,148673,0,0,0
0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,127464,1,1,0
1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,878774,0,0,0
1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,777879,0,0,1
0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,353095,0,0,0
0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,143128,1,0,0
0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,461193,0,0,0
0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,61720,1,0,0
1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,950516,1,0,0
1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,567122,0,0,0
1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,630370,0,0,0
0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,393574,0,0,0
1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,865415,0,0,0
0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,477318,0,1,0
0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,512469,0,0,1
1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,633223,0,0,0
1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,765277,0,0,0
0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,214976,1,0,0
0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,229422,0,1,0
1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,817874,0,0,0
0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,384963,0,0,0
1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,731957,0,0,0
0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,142007,0,0,0
1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,579491,0,0,0
0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,9440,1,0,0
1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1020972,1,1,0
0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,491715,0,0,1
1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,879839,0,0,0
1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,872911,0,0,0
1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,926689,0,0,0
1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,982955,0,0,0
1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,853630,0,0,0
1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1015149,0,0,0
0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,123619,0,0,0
0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,123736,1,0,0
1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,914373,0,0,1
0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,260610,0,1,0
0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,202377,0,0,0
1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,950645,0,0,0
0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,103101,0,0,0
1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,972360,1,1,1
0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,80383,0,0,0
0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,205523,0,0,0
1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,941842,0,0,0
0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,164016,1,1,1
0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,496012,1,0,0
0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,96909,0,0,0
0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,335680,1,0,0
1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,998574,0,1,0
0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,48192,1,1,0
1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,636818,0,0,0
0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,302923,0,0,0
0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,515470,0,0,0
0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,473690,0,0,0
1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,549670,0,0,0
0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,426078,0,1,1
0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,326518,0,0,0
1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,938145,0,0,0
1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,575457,0,0,0
1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,578977,0,0,0
1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,658455,0,0,0
0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,404930,0,0,0
1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,739002,0,1,0
1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,697756,1,0,0
1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,733662,0,1,1
0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,87139,0,0,0
0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,160550,0,0,0
0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,483812,1,0,0
0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,191936,1,0,0
0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,453422,0,0,0
1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,894573,0,0,1
1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,781631,0,0,0
0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,273914,0,0,0
0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,358063,0,0,0
1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,743322,0,1,0
1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,925677,0,0,1
0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,136887,0,0,0
1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,656898,0,1,0
0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,382029,0,0,0
0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,473495,0,0,0
1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,629165,0,0,0
0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,501909,0,0,0
0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,394791,0,0,0
1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,630060,1,1,0
1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,757097,0,0,0
1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,600587,0,0,0
1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,641209,0,0,0
1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,648634,0,0,0
0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,276216,1,1,0
0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,482586,0,1,0
0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,274072,1,0,0
0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,422970,0,1,0
0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,116207,0,0,0
1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1001692,1,0,0
0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,511743,0,0,0
1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,616853,0,0,0
1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,929821,0,0,0
1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,808934,0,0,0
1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,634094,0,0,0
1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,924877,0,0,0
0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,126009,0,0,1
1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,916835,0,0,0
1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,772479,0,0,1
1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,930100,1,0,0
1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,618665,0,0,0
0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,324460,1,0,0
1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,909132,1,1,0
0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,133217,0,0,0
1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,886018,0,0,0
1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,884842,0,0,0
0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,358083,0,0,1
0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,239932,1,0,0
1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,630099,0,0,1
1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,818600,1,0,0
0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,352384,1,0,0
0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,337315,0,0,0
1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1045129,0,0,0
1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1025184,1,1,0
1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,691133,0,0,0
0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,278836,1,0,0
0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,102212,1,0,0
1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1005632,1,0,0
0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,268206,0,1,0
1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,608735,0,0,0
0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,97841,0,0,0
0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,495276,1,1,0
0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,325614,0,1,0
1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,862564,1,0,0
0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,136282,0,0,0
1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,784162,0,0,0
1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,652217,0,0,0
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,581647,0,0,0
1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,897656,1,0,0
1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,541777,0,0,0
0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,26733,0,0,0
1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1009435,0,0,0
1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,697031,0,0,0
0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,359206,0,0,0
1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,840790,0,0,0
0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,249331,0,0,0
0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,346325,0,0,0
1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,880887,0,0,0
1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,595852,1,0,0
1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,915075,0,0,1
0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,147432,1,1,0
1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,551018,0,0,0
0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,139446,0,1,1
1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1029337,0,0,0
0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,33638,0,0,0
0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,360396,1,1,1
1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,842693,0,0,0
0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,352666,0,0,0
1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,598920,1,1,0
1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,701082,0,1,1
1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,724796,1,0,0
0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,245136,1,1,0
0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,403738,0,0,0
1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1035028,1,0,0
0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,223015,0,0,0
0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,324835,0,0,0
0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,397135,0,0,0
1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,923801,0,0,0
0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,54441,0,0,1
0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,360732,1,1,0
1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,565837,0,0,0
0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,180937,0,0,0
0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,453590,0,0,0
0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,240065,0,0,0
0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,460597,0,0,0
0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,395966,0,0,0
1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,771790,0,0,0
0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,204801,0,0,0
1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,798704,1,0,0
0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,207626,0,0,0
1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,992365,0,0,0
0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,253474,0,0,0
0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,332157,0,0,0
0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,6852,1,1,0
0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,346701,0,0,0
1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,622446,0,1,0
1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,646879,0,0,0
1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,935918,0,0,0
0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,127198,0,0,0
0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,37745,0,0,0
0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,426922,0,0,0
0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,67551,0,0,0
0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,476096,1,0,0
1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,638522,0,0,0
1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,985788,1,1,1
0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,67811,0,0,0
0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,364070,0,0,0
1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,985493,0,0,0
0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,87708,1,1,0
0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,511804,1,0,0
1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,838444,1,0,0
0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,247934,0,0,0
0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,30015,0,0,1
0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,464177,0,0,0
0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,108788,1,0,0
1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,688887,0,0,1
1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,548605,0,0,0
0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,199553,0,0,0
1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,957715,0,0,0
0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,180256,1,0,0
1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,559320,1,1,0
1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,820080,1,1,1
0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,308925,0,0,1
1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,853451,0,0,0
1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,794376,1,1,1
1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,893487,0,0,0
0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,215897,0,0,0
1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,583149,0,0,0
0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,245973,0,0,0
1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,837637,0,0,0
1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,820379,0,0,0
1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,894360,1,1,0
0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,418930,0,0,0
0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,415436,1,0,0
0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,43081,0,0,0
1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,559023,0,0,0
0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,223189,0,0,0
0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,389851,0,0,0
0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,79257,0,0,0
1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,635251,0,0,0
0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,471310,0,0,0
0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,206697,0,0,0
1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,644714,0,0,0
0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,448354,0,0,0
1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,850281,0,0,0
0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,431840,1,0,0
1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,954874,0,0,0
0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,13719,0,0,0
1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,705939,0,0,0
0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,229795,0,0,0
1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,621234,0,1,1
0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,15006,0,1,0
0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,177412,1,0,0
0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,243416,1,0,0
0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,55229,0,0,0
0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,83516,1,0,0
1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,616225,0,0,0
1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,964118,0,0,0
0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,125634,0,1,0
